"County","Water Body","Site Name","Town","Range","Section","Species","Strain","Date","Number","Avg. Length","Operation","Fin Clips, Marks, Tags"
"Grand Traverse","Duck Lake INTERLOCHEN STATE PARK (26N 12W 28)","INTERLOCHEN STATE PARK        ","26N","12W","28","Lake trout","Lake Superior","4/15/1991 12:00:00 AM","6900","5.75","State Plant","none"
"Alpena","","MIDDLE ISLAND REEF-G0710      ","","","","Lake trout","Lake Superior","4/25/1991 12:00:00 AM","50000","5.39","Federal Plant","dorsal clip"
"Alpena","","MIDDLE ISLAND REEF-G0710      ","","","","Lake trout","Lewis Lake","4/25/1991 12:00:00 AM","106000","5.47","Federal Plant","dorsal clip"
"Alpena","","THUNDER BAY ISLAND-G0810      ","","","","Lake trout","Lake Superior","4/26/1991 12:00:00 AM","156000","5.39","Federal Plant","dorsal clip"
"Marquette","Lake Superior PRESQUE ISLE HARBOR (48N 25W 02)","PRESQUE ISLE HARBOR           ","48N","25W","02","Lake trout","Lake Superior","4/27/1991 12:00:00 AM","54500","5.51","Federal Plant","right pectoral clip"
"Alger","Grand Sable Lake GRAND SABLE LAKE (49N 14W 15)","GRAND SABLE LAKE              ","49N","14W","15","Lake trout","Lake Superior","4/29/1991 12:00:00 AM","11900","5.75","State Plant","none"
"Alger","Lake Superior AUTRAIN BAY-PAS (47N 21W 25)","AUTRAIN BAY-PAS               ","47N","21W","25","Lake trout","Lake Superior","4/29/1991 12:00:00 AM","63000","5.63","Federal Plant","right pectoral clip"
"Alger","Lake Superior GRAND ISLAND FERRY DOCK (47N 19W 27)","GRAND ISLAND FERRY DOCK       ","47N","19W","27","Lake trout","Lake Superior","4/29/1991 12:00:00 AM","31500","5.55","Federal Plant","right pectoral clip"
"Iron","Golden Lake GOLDEN LAKE (44N 37W 36)","GOLDEN LAKE                   ","44N","37W","36","Lake trout","Lake Superior","4/30/1991 12:00:00 AM","7400","5.87","State Plant","none"
"Marquette","Lake Superior PRESQUE ISLE HARBOR REEF-G1529 (49N 25W 35)","PRESQUE ISLE HARBOR REEF-G1529","49N","25W","35","Lake trout","Lake Superior","4/30/1991 12:00:00 AM","45000","5.67","Federal Plant","right pectoral clip"
"Alcona","","SIX FATHOM BANK-G1015         ","","","","Lake trout","Lake Superior","5/2/1991 12:00:00 AM","62200","5.51","Federal Plant","adipose, coded wire tag"
"Alcona","","SIX FATHOM BANK-G1015         ","","","","Lake trout","Lewis Lake","5/2/1991 12:00:00 AM","61200","5.55","Federal Plant","adipose, coded wire tag"
"Alcona","Lake Huron GREENBUSH (25N 09E 02)","GREENBUSH                     ","25N","09E","02","Lake trout","Lake Superior","5/3/1991 12:00:00 AM","50000","5.75","Federal Plant","dorsal clip"
"Alcona","Lake Huron STURGEON POINT (27N 10E 30)","STURGEON POINT                ","27N","10E","30","Lake trout","Lake Superior","5/3/1991 12:00:00 AM","75000","5.75","Federal Plant","dorsal clip"
"Baraga","Lake Superior PEQUAMING POINT (51N 32W 05)","PEQUAMING POINT               ","51N","32W","05","Lake trout","Lake Superior","5/3/1991 12:00:00 AM","50500","5.75","Federal Plant","right pectoral clip"
"Huron","Lake Huron Lake Huron - HARBOR BEACH (16N 15E 01)","Lake Huron - HARBOR BEACH","16N","15E","01","Lake trout","Lake Superior","5/7/1991 12:00:00 AM","180000","5.75","Federal Plant","dorsal clip"
"Huron","","POINT AUX BARQUES-G1412       ","","","","Lake trout","Lake Superior","5/8/1991 12:00:00 AM","76000","5.71","Federal Plant","dorsal clip"
"Huron","","FLAT ROCK POINT-G1411         ","","","","Lake trout","Lake Superior","5/8/1991 12:00:00 AM","53000","5.55","Federal Plant","dorsal clip"
"Gogebic","Lake Superior BLACK RIVER HARBOR (49N 46W 03)","BLACK RIVER HARBOR            ","49N","46W","03","Lake trout","Lake Superior","5/9/1991 12:00:00 AM","52400","5.2","Federal Plant","right pectoral clip"
"Presque Isle","Lake Huron PRESQUE ISLE HARBOR (34N 08E 17)","PRESQUE ISLE HARBOR           ","34N","08E","17","Lake trout","Lewis Lake","5/10/1991 12:00:00 AM","143500","4.76","Federal Plant","dorsal clip"
"Presque Isle","Lake Huron PRESQUE ISLE HARBOR (34N 08E 17)","PRESQUE ISLE HARBOR           ","34N","08E","17","Lake trout","Lake Superior","5/10/1991 12:00:00 AM","25700","5.83","Federal Plant","dorsal clip"
"Presque Isle","Lake Huron ADAMS POINT (35N 06E 21)","ADAMS POINT                   ","35N","06E","21","Lake trout","Lewis Lake","5/11/1991 12:00:00 AM","143500","4.84","Federal Plant","dorsal clip"
"Chippewa","","HOLDRIDGE SHOAL-G0307         ","","","","Lake trout","Lake Superior","5/13/1991 12:00:00 AM","4700","5.39","Federal Plant","adipose, coded wire tag"
"Chippewa","","HOLDRIDGE SHOAL-G0307         ","","","","Lake trout","Lake Superior","5/13/1991 12:00:00 AM","71500","5.75","Federal Plant","adipose, coded wire tag"
"Chippewa","","BIG SHOAL-G0308               ","","","","Lake trout","Seneca Lake","5/13/1991 12:00:00 AM","50800","5.43","Federal Plant","adipose, coded wire tag"
"Gogebic","Lake Superior BLACK RIVER HARBOR (49N 46W 03)","BLACK RIVER HARBOR            ","49N","46W","03","Lake trout","Lake Superior","5/14/1991 12:00:00 AM","26200","5.08","Federal Plant","right pectoral clip"
"Marquette","Lake Superior BIG BAY POINT LIGHTHOUSE (51N 27W 01)","BIG BAY POINT LIGHTHOUSE      ","51N","27W","01","Lake trout","Lake Superior","5/14/1991 12:00:00 AM","60000","5.71","Federal Plant","right pectoral clip"
"Ontonagon","Ontonagon River RIVER MOUTH (52N 40W 25)","RIVER MOUTH                   ","52N","40W","25","Lake trout","Lake Superior","5/14/1991 12:00:00 AM","25550","5.08","Federal Plant","right pectoral clip"
"Charlevoix","","TROUT ISLAND SHOAL-G0314      ","","","","Lake trout","Lewis Lake","5/15/1991 12:00:00 AM","105081","5.47","Federal Plant","right pectoral clip"
"Charlevoix","","FISHERMANS ISLAND-G0616       ","","","","Lake trout","Lewis Lake","5/15/1991 12:00:00 AM","104844","5.63","Federal Plant","right pectoral clip"
"Ontonagon","Ontonagon River RIVER MOUTH (52N 40W 25)","RIVER MOUTH                   ","52N","40W","25","Lake trout","Lake Superior","5/15/1991 12:00:00 AM","51100","4.96","Federal Plant","right pectoral clip"
"Grand Traverse","Lake Michigan OLD MISSION POINT (30N 10W 23)","OLD MISSION POINT             ","30N","10W","23","Lake trout","Lewis Lake","5/18/1991 12:00:00 AM","114000","5.31","Federal Plant","right pectoral clip"
"Leelanau","Lake Michigan LEE POINT (29N 11W 11)","LEE POINT                     ","29N","11W","11","Lake trout","Lewis Lake","5/18/1991 12:00:00 AM","115000","5.39","Federal Plant","right pectoral clip"
"Leelanau","","GOOD HARBOR BAY REEF-G0814    ","","","","Lake trout","Lake Superior","5/19/1991 12:00:00 AM","150000","5.55","Federal Plant","right pectoral clip"
"Benzie","","POINT BETSIE-G0911            ","","","","Lake trout","Lake Superior","5/20/1991 12:00:00 AM","105400","5.79","Federal Plant","right pectoral clip"
"Benzie","","POINT BETSIE-G0911            ","","","","Lake trout","Lake Superior","5/20/1991 12:00:00 AM","44600","5.51","Federal Plant","right pectoral clip"
"Ontonagon","Ontonagon River RIVER MOUTH (52N 40W 25)","RIVER MOUTH                   ","52N","40W","25","Lake trout","Lake Superior","5/30/1991 12:00:00 AM","23700","5.39","Federal Plant","right pectoral clip"
"Keweenaw","Lake Superior B TRAVERSE BAY PAS (55N 31W 04)","B TRAVERSE BAY PAS            ","55N","31W","04","Lake trout","Lake Superior","6/3/1991 12:00:00 AM","47390","5.51","Federal Plant","right pectoral clip"
"Leelanau","","GOOD HARBOR BAY REEF-G0814    ","","","","Lake trout","Lake Superior","6/5/1991 12:00:00 AM","29800","5.87","Federal Plant","right pectoral clip"
"Leelanau","","GOOD HARBOR BAY REEF-G0814    ","","","","Lake trout","Lewis Lake","6/5/1991 12:00:00 AM","14000","5.47","Federal Plant","right pectoral clip"
"Charlevoix","","BOULDER REEF-G0413            ","","","","Lake trout","Lewis Lake","6/6/1991 12:00:00 AM","128000","5.71","Federal Plant","adipose, coded wire tag"
"Charlevoix","","BOULDER REEF-G0413            ","","","","Lake trout","Lake Superior","6/6/1991 12:00:00 AM","52000","5.98","Federal Plant","adipose, coded wire tag"
"Charlevoix","","BOULDER REEF-G0413            ","","","","Lake trout","Lake Superior","6/7/1991 12:00:00 AM","80000","5.98","Federal Plant","adipose, coded wire tag"
"Charlevoix","","GULL ISLAND REEF-G0414        ","","","","Lake trout","Lake Superior","6/7/1991 12:00:00 AM","128000","5.94","Federal Plant","adipose, coded wire tag"
"Charlevoix","","RICHARDS REEF-G0414           ","","","","Lake trout","Lake Superior","6/8/1991 12:00:00 AM","77100","5.91","Federal Plant","adipose, coded wire tag"
"Charlevoix","","GULL ISLAND REEF-G0414        ","","","","Lake trout","Lewis Lake","6/8/1991 12:00:00 AM","128000","5.91","Federal Plant","adipose, coded wire tag"
"Charlevoix","","RICHARDS REEF-G0414           ","","","","Lake trout","Lewis Lake","6/9/1991 12:00:00 AM","128000","5.71","Federal Plant","adipose, coded wire tag"
"Charlevoix","","RICHARDS REEF-G0414           ","","","","Lake trout","Lake Superior","6/9/1991 12:00:00 AM","51400","5.91","Federal Plant","adipose, coded wire tag"
"Baraga","Lake Superior PEQUAMING POINT (51N 32W 05)","PEQUAMING POINT               ","51N","32W","05","Lake trout","Lake Superior","6/10/1991 12:00:00 AM","37250","5.75","Federal Plant","right pectoral clip"
"Baraga","Lake Superior PEQUAMING POINT (51N 32W 05)","PEQUAMING POINT               ","51N","32W","05","Lake trout","Lake Superior","6/10/1991 12:00:00 AM","1300","5.67","Federal Plant","right pectoral clip"
"Marquette","Lake Angeline ANGELINE LAKE (47N 27W 10)","ANGELINE LAKE                 ","47N","27W","10","Lake trout","Seneca Lake","6/10/1991 12:00:00 AM","168","16.38","State Plant","none"
"Marquette","Lake Angeline ANGELINE LAKE (47N 27W 10)","ANGELINE LAKE                 ","47N","27W","10","Lake trout","Lake Superior","6/10/1991 12:00:00 AM","132","28.9","State Plant","none"
"Emmet","Lake Michigan L TRAVERSE BAY-PETOSKEY (34N 05W 06)","L TRAVERSE BAY-PETOSKEY       ","34N","05W","06","Lake trout","Lewis Lake","6/11/1991 12:00:00 AM","114000","5.71","Federal Plant","right pectoral clip"
"Iron","Chicagon Lake CHICAGON LAKE (42N 33W 06)","CHICAGON LAKE                 ","42N","33W","06","Lake trout","Lake Superior","6/11/1991 12:00:00 AM","250","28.82","State Plant","none"
"Iron","Lake Ottawa OTTAWA LAKE (43N 36W 35)","OTTAWA LAKE                   ","43N","36W","35","Lake trout","Lake Superior","6/11/1991 12:00:00 AM","250","28.11","State Plant","none"
"Chippewa","","DETOUR REEF-G0306             ","","","","Lake trout","Lewis Lake","6/12/1991 12:00:00 AM","47250","5.28","Federal Plant","dorsal clip"
"Chippewa","","DETOUR REEF-G0306             ","","","","Lake trout","Lewis Lake","6/12/1991 12:00:00 AM","144995","5.39","Federal Plant","dorsal clip"
"Schoolcraft","Big Spring BIG SPRING (42N 17W 25)","BIG SPRING                    ","42N","17W","25","Lake trout","Lake Superior","6/12/1991 12:00:00 AM","24","30.24","State Plant","none"
"Marquette","Silver Lake Basin SILVER LAKE BASIN (49N 28W 08)","SILVER LAKE BASIN             ","49N","28W","08","Lake trout","Jenny Lake","6/14/1991 12:00:00 AM","5140","5.91","State Plant","none"
"Chippewa","Lake Superior WHITEFISH BAY-USFS BOAT RAMP (47N 04W 29)","WHITEFISH BAY-USFS BOAT RAMP  ","47N","04W","29","Lake trout","Lake Superior","10/1/1991 12:00:00 AM","150000","4.33","State Plant","right ventral clip"
"Charlevoix","Lake Charlevoix IRONTON (33N 07W 17)","IRONTON                       ","33N","07W","17","Lake trout","Lake Superior","4/20/1992 12:00:00 AM","62000","5.08","State Plant","adipose, coded wire tag"
"Charlevoix","Lake Charlevoix WHITING PK. (33N 06W 19)","WHITING PK.                   ","33N","06W","19","Lake trout","Lake Superior","4/20/1992 12:00:00 AM","38000","5.08","State Plant","adipose, coded wire tag"
"Benzie","Crystal Lake YACHT CLUB (26N 16W 13)","YACHT CLUB                    ","26N","16W","13","Lake trout","Lake Superior","4/21/1992 12:00:00 AM","80000","5.35","State Plant","none"
"Kalkaska","Blue Lake BIG BLUE LAKE P.A.S. (28N 05W 22)","BIG BLUE LAKE P.A.S.          ","28N","05W","22","Lake trout","Lake Superior","4/23/1992 12:00:00 AM","2300","5.08","State Plant","none"
"Leelanau","North Lake Leelanau EAST LELAND TOWNSHIP PARK (31N 12W 35)","EAST LELAND TOWNSHIP PARK     ","31N","12W","35","Lake trout","Lake Superior","4/23/1992 12:00:00 AM","19900","5.08","State Plant","none"
"Gogebic","Lake Superior BLACK RIVER HARBOR (49N 46W 03)","BLACK RIVER HARBOR            ","49N","46W","03","Lake trout","Lake Superior","4/24/1992 12:00:00 AM","50900","5","Federal Plant","right ventral clip"
"Gogebic","Lake Superior BLACK RIVER HARBOR (49N 46W 03)","BLACK RIVER HARBOR            ","49N","46W","03","Lake trout","Marquette","4/24/1992 12:00:00 AM","52000","5.12","Federal Plant","right ventral clip"
"Roscommon","Higgins Lake HIGGINS LAKE_WEST P.A.S. (24N 04W 10)","HIGGINS LAKE_WEST P.A.S.      ","24N","04W","10","Lake trout","Lake Superior","4/29/1992 12:00:00 AM","34900","5.24","State Plant","none"
"Baraga","Lake Superior PEQUAMING POINT (51N 32W 05)","PEQUAMING POINT               ","51N","32W","05","Lake trout","Apostle/Gull Is","4/30/1992 12:00:00 AM","96000","5.08","Federal Plant","right ventral clip"
"Keweenaw","Lake Superior B TRAVERSE BAY PAS (55N 31W 04)","B TRAVERSE BAY PAS            ","55N","31W","04","Lake trout","Marquette","5/1/1992 12:00:00 AM","72448","5.16","Federal Plant","right ventral clip"
"Keweenaw","Lake Superior B TRAVERSE BAY PAS (55N 31W 04)","B TRAVERSE BAY PAS            ","55N","31W","04","Lake trout","Apostle/Gull Is","5/1/1992 12:00:00 AM","23552","5.04","Federal Plant","right ventral clip"
"Ontonagon","Lake Superior UNION BAY-COAL DOCK (51N 42W 15)","UNION BAY-COAL DOCK           ","51N","42W","15","Lake trout","Marquette","5/1/1992 12:00:00 AM","101366","5.24","Federal Plant","right ventral clip"
"Grand Traverse","Lake Michigan E GD TRAVERSE BAY-ACME (27N 10W 03)","E GD TRAVERSE BAY-ACME        ","27N","10W","03","Lake trout","Lewis Lake","5/2/1992 12:00:00 AM","50000","5.59","Federal Plant","right ventral clip"
"Grand Traverse","Lake Michigan OLD MISSION POINT (30N 10W 23)","OLD MISSION POINT             ","30N","10W","23","Lake trout","Lewis Lake","5/2/1992 12:00:00 AM","115000","5.47","Federal Plant","right ventral clip"
"Leelanau","Lake Michigan GREILICKVILLE-BREWERY CREEK (28N 11W 33)","GREILICKVILLE-BREWERY CREEK   ","28N","11W","33","Lake trout","Lewis Lake","5/3/1992 12:00:00 AM","50000","5.67","Federal Plant","right ventral clip"
"Leelanau","Lake Michigan LEE POINT (29N 11W 11)","LEE POINT                     ","29N","11W","11","Lake trout","Lewis Lake","5/3/1992 12:00:00 AM","115000","5.47","Federal Plant","right ventral clip"
"Leelanau","","GOOD HARBOR BAY REEF-G0814    ","","","","Lake trout","Lewis Lake","5/6/1992 12:00:00 AM","154000","5.71","Federal Plant","right ventral clip"
"Marquette","Lake Superior PRESQUE ISLE HARBOR REEF-G1529 (49N 25W 35)","PRESQUE ISLE HARBOR REEF-G1529","49N","25W","35","Lake trout","Marquette","5/9/1992 12:00:00 AM","125000","5.2","Federal Plant","right ventral clip"
"Alger","Grand Sable Lake GRAND SABLE LAKE (49N 14W 15)","GRAND SABLE LAKE              ","49N","14W","15","Lake trout","Lake Superior","5/11/1992 12:00:00 AM","15000","5.47","State Plant","none"
"Marquette","Lake Superior BIG BAY POINT LIGHTHOUSE (51N 27W 01)","BIG BAY POINT LIGHTHOUSE      ","51N","27W","01","Lake trout","Marquette","5/11/1992 12:00:00 AM","60000","5.24","Federal Plant","right ventral clip"
"Muskegon","","SHEBOYGAN REEF-G1706          ","","","","Lake trout","Lewis Lake","5/12/1992 12:00:00 AM","67266","5.47","Federal Plant","adipose, coded wire tag"
"Muskegon","","SHEBOYGAN REEF-G1706          ","","","","Lake trout","Marquette","5/12/1992 12:00:00 AM","66920","5.35","Federal Plant","adipose, coded wire tag"
"Muskegon","","SHEBOYGAN REEF-G1706          ","","","","Lake trout","Lake Ontario","5/12/1992 12:00:00 AM","77753","5.16","Federal Plant","adipose, coded wire tag"
"Grand Traverse","Duck Lake INTERLOCHEN STATE PARK (26N 12W 28)","INTERLOCHEN STATE PARK        ","26N","12W","28","Lake trout","Lake Superior","5/14/1992 12:00:00 AM","7000","5.35","State Plant","none"
"Grand Traverse","Green Lake GREEN LAKE P.A.S. (25N 12W 05)","GREEN LAKE P.A.S.             ","25N","12W","05","Lake trout","Lake Superior","5/14/1992 12:00:00 AM","15700","5.35","State Plant","none"
"Alger","Lake Superior AUTRAIN BAY-PAS (47N 21W 25)","AUTRAIN BAY-PAS               ","47N","21W","25","Lake trout","Marquette","5/15/1992 12:00:00 AM","60000","5.35","Federal Plant","right ventral clip"
"Muskegon","","SHEBOYGAN REEF-G1706          ","","","","Lake trout","Green Lake","5/17/1992 12:00:00 AM","45153","5.35","Federal Plant","adipose, coded wire tag"
"Iron","Chicagon Lake CHICAGON LAKE (42N 34W 13)","CHICAGON LAKE                 ","42N","34W","13","Lake trout","Lake Superior","5/18/1992 12:00:00 AM","40000","5.55","State Plant","none"
"Iron","Golden Lake GOLDEN LAKE (44N 37W 36)","GOLDEN LAKE                   ","44N","37W","36","Lake trout","Lake Superior","5/18/1992 12:00:00 AM","10000","5.55","State Plant","none"
"Alger","Lake Superior GRAND ISLAND FERRY DOCK (47N 19W 27)","GRAND ISLAND FERRY DOCK       ","47N","19W","27","Lake trout","Marquette","5/19/1992 12:00:00 AM","40700","5.51","Federal Plant","right ventral clip"
"Benzie","","POINT BETSIE-G0911            ","","","","Lake trout","Lewis Lake","5/26/1992 12:00:00 AM","154500","5.67","Federal Plant","right ventral clip"
"Charlevoix","","BOULDER REEF-G0413            ","","","","Lake trout","Marquette","5/27/1992 12:00:00 AM","113000","5.75","Federal Plant","adipose, coded wire tag"
"Charlevoix","","BOULDER REEF-G0413            ","","","","Lake trout","Lewis Lake","5/27/1992 12:00:00 AM","68000","5.71","Federal Plant","adipose, coded wire tag"
"Charlevoix","","BOULDER REEF-G0413            ","","","","Lake trout","Lewis Lake","5/28/1992 12:00:00 AM","71500","5.91","Federal Plant","adipose, coded wire tag"
"Charlevoix","","GULL ISLAND REEF-G0414        ","","","","Lake trout","Lewis Lake","5/28/1992 12:00:00 AM","124100","5.83","Federal Plant","adipose, coded wire tag"
"Charlevoix","","GULL ISLAND REEF-G0414        ","","","","Lake trout","Marquette","5/29/1992 12:00:00 AM","113000","5.75","Federal Plant","adipose, coded wire tag"
"Charlevoix","","RICHARDS REEF-G0414           ","","","","Lake trout","Lewis Lake","5/29/1992 12:00:00 AM","74000","5.98","Federal Plant","adipose, coded wire tag"
"Charlevoix","","GULL ISLAND REEF-G0414        ","","","","Lake trout","Lewis Lake","5/29/1992 12:00:00 AM","20900","5.79","Federal Plant","adipose, coded wire tag"
"Charlevoix","","RICHARDS REEF-G0414           ","","","","Lake trout","Lewis Lake","5/30/1992 12:00:00 AM","57000","5.75","Federal Plant","adipose, coded wire tag"
"Charlevoix","","RICHARDS REEF-G0414           ","","","","Lake trout","Marquette","5/30/1992 12:00:00 AM","124500","5.79","Federal Plant","adipose, coded wire tag"
"Emmet","Lake Michigan L TRAVERSE BAY-PETOSKEY (34N 05W 06)","L TRAVERSE BAY-PETOSKEY       ","34N","05W","06","Lake trout","Jenny Lake","5/31/1992 12:00:00 AM","88000","6.02","Federal Plant","right ventral clip"
"Emmet","Lake Michigan L TRAVERSE BAY-PETOSKEY (34N 05W 06)","L TRAVERSE BAY-PETOSKEY       ","34N","05W","06","Lake trout","Lewis Lake","5/31/1992 12:00:00 AM","13200","6.14","Federal Plant","right ventral clip"
"Charlevoix","","TROUT ISLAND SHOAL-G0314      ","","","","Lake trout","Marquette","6/1/1992 12:00:00 AM","56600","5.63","Federal Plant","right ventral clip"
"Charlevoix","","TROUT ISLAND SHOAL-G0314      ","","","","Lake trout","Jenny Lake","6/1/1992 12:00:00 AM","63400","5.63","Federal Plant","right ventral clip"
"Chippewa","","DETOUR REEF-G0306             ","","","","Lake trout","Lewis Lake","6/2/1992 12:00:00 AM","62800","5.31","Federal Plant","left pectoral clip"
"Chippewa","","DETOUR REEF-G0306             ","","","","Lake trout","Marquette","6/2/1992 12:00:00 AM","25700","5.55","Federal Plant","left pectoral clip"
"Chippewa","Lake Huron SCAMMON COVE (41N 06E 13)","SCAMMON COVE                  ","41N","06E","13","Lake trout","Lake Ontario","6/3/1992 12:00:00 AM","57000","5.91","Federal Plant","adipose, coded wire tag"
"Chippewa","Lake Huron SCAMMON COVE (41N 06E 13)","SCAMMON COVE                  ","41N","06E","13","Lake trout","Marquette","6/3/1992 12:00:00 AM","70000","5.83","Federal Plant","adipose, coded wire tag"
"Presque Isle","Lake Huron ADAMS POINT (35N 06E 21)","ADAMS POINT                   ","35N","06E","21","Lake trout","Lewis Lake","6/5/1992 12:00:00 AM","64800","5.98","Federal Plant","adipose, coded wire tag"
"Presque Isle","Lake Huron ADAMS POINT (35N 06E 21)","ADAMS POINT                   ","35N","06E","21","Lake trout","Marquette","6/5/1992 12:00:00 AM","40800","5.71","Federal Plant","left pectoral clip"
"Presque Isle","Lake Huron ADAMS POINT (35N 06E 21)","ADAMS POINT                   ","35N","06E","21","Lake trout","Lewis Lake","6/5/1992 12:00:00 AM","58300","5.04","Federal Plant","left pectoral clip"
"Alcona","","STURGEON POINT REEF-G1010     ","","","","Lake trout","Lewis Lake","6/6/1992 12:00:00 AM","64500","6.02","Federal Plant","adipose, coded wire tag"
"Alcona","","STURGEON POINT REEF-G1010     ","","","","Lake trout","Lewis Lake","6/6/1992 12:00:00 AM","15700","5.98","Federal Plant","left pectoral clip"
"Alcona","Lake Huron GREENBUSH (25N 09E 02)","GREENBUSH                     ","25N","09E","02","Lake trout","Lewis Lake","6/6/1992 12:00:00 AM","51200","5.98","Federal Plant","left pectoral clip"
"Huron","Lake Huron Lake Huron - HARBOR BEACH (16N 15E 01)","Lake Huron - HARBOR BEACH","16N","15E","01","Lake trout","Lewis Lake","6/8/1992 12:00:00 AM","185000","5.94","Federal Plant","left pectoral clip"
"Huron","","POINT AUX BARQUES-G1412       ","","","","Lake trout","Lewis Lake","6/9/1992 12:00:00 AM","58500","6.06","Federal Plant","adipose, coded wire tag"
"Huron","","FLAT ROCK POINT-G1411         ","","","","Lake trout","Lewis Lake","6/9/1992 12:00:00 AM","21600","5.83","Federal Plant","left pectoral clip"
"Huron","","POINT AUX BARQUES-G1412       ","","","","Lake trout","Lewis Lake","6/9/1992 12:00:00 AM","5200","6.14","Federal Plant","left pectoral clip"
"Huron","","FLAT ROCK POINT-G1411         ","","","","Lake trout","Marquette","6/9/1992 12:00:00 AM","26900","5.75","Federal Plant","left pectoral clip"
"Huron","Lake Huron LIGHTHOUSE PARK (18N 14E 02)","LIGHTHOUSE PARK               ","18N","14E","02","Lake trout","Lewis Lake","6/9/1992 12:00:00 AM","68100","5.94","Federal Plant","left pectoral clip"
"Schoolcraft","Big Spring BIG SPRING (42N 17W 25)","BIG SPRING                    ","42N","17W","25","Lake trout","Lake Superior","6/10/1992 12:00:00 AM","30","21.02","State Plant","none"
"Alcona","","SIX FATHOM BANK-G1015         ","","","","Lake trout","Lake Ontario","6/11/1992 12:00:00 AM","61500","5.94","Federal Plant","adipose, coded wire tag"
"Alcona","","SIX FATHOM BANK-G1015         ","","","","Lake trout","Lewis Lake","6/11/1992 12:00:00 AM","63500","6.06","Federal Plant","adipose, coded wire tag"
"Alcona","","SIX FATHOM BANK-G1015         ","","","","Lake trout","Marquette","6/11/1992 12:00:00 AM","63500","5.94","Federal Plant","adipose, coded wire tag"
"Alpena","","THUNDER BAY ISLAND-G0810      ","","","","Lake trout","Marquette","6/12/1992 12:00:00 AM","86200","5.94","Federal Plant","left pectoral clip"
"Alpena","","THUNDER BAY ISLAND-G0810      ","","","","Lake trout","Marquette","6/12/1992 12:00:00 AM","72800","5.83","Federal Plant","left pectoral clip"
"Alpena","","MIDDLE ISLAND REEF-G0710      ","","","","Lake trout","Lewis Lake","6/13/1992 12:00:00 AM","60000","5.83","Federal Plant","adipose, coded wire tag"
"Alpena","","MIDDLE ISLAND REEF-G0710      ","","","","Lake trout","Marquette","6/13/1992 12:00:00 AM","28000","6.02","Federal Plant","left pectoral clip"
"Alpena","","MIDDLE ISLAND REEF-G0710      ","","","","Lake trout","Lewis Lake","6/13/1992 12:00:00 AM","23500","5.39","Federal Plant","left pectoral clip"
"Alpena","","MIDDLE ISLAND REEF-G0710      ","","","","Lake trout","Lewis Lake","6/13/1992 12:00:00 AM","47000","5.35","Federal Plant","left pectoral clip"
"Presque Isle","Lake Huron PRESQUE ISLE HARBOR (34N 08E 17)","PRESQUE ISLE HARBOR           ","34N","08E","17","Lake trout","Lewis Lake","6/14/1992 12:00:00 AM","156700","5.28","Federal Plant","left pectoral clip"
"Presque Isle","","40 MILE PT-G0506              ","","","","Lake trout","Lewis Lake","6/15/1992 12:00:00 AM","60200","5.47","Federal Plant","left pectoral clip"
"Presque Isle","","40 MILE PT-G0506              ","","","","Lake trout","Marquette","6/15/1992 12:00:00 AM","39900","5.98","Federal Plant","left pectoral clip"
"Chippewa","Lake Superior WHITEFISH BAY-USFS BOAT RAMP (47N 04W 29)","WHITEFISH BAY-USFS BOAT RAMP  ","47N","04W","29","Lake trout","Lake Superior","9/21/1992 12:00:00 AM","49686","4.21","State Plant","adipose clip"
"Chippewa","Lake Superior WHITEFISH BAY-USFS BOAT RAMP (47N 04W 29)","WHITEFISH BAY-USFS BOAT RAMP  ","47N","04W","29","Lake trout","Lake Superior","9/24/1992 12:00:00 AM","100297","4.29","State Plant","adipose clip"
"Alcona","","YANKEE REEF-G1114             ","","","","Lake trout","Lewis Lake","10/6/1992 12:00:00 AM","301960","3.66","Federal Plant","left ventral, right pectoral clips"
"Alcona","","YANKEE REEF-G1114             ","","","","Lake trout","Lewis Lake","10/7/1992 12:00:00 AM","181000","3.94","Federal Plant","left ventral, right pectoral clips"
"Oceana","","STONY LAKE REEF-G1609         ","","","","Lake trout","Lewis Lake","10/22/1992 12:00:00 AM","186000","4.21","Federal Plant","adipose, left ventral clips"
"Crawford","Higgins Lake NORTH STATE PARK (25N 04W 35)","NORTH STATE PARK              ","25N","04W","35","Lake trout","Marquette","4/19/1993 12:00:00 AM","34900","5.43","State Plant","none"
"Charlevoix","Lake Charlevoix IRONTON (33N 07W 17)","IRONTON                       ","33N","07W","17","Lake trout","Marquette","4/23/1993 12:00:00 AM","32000","5.71","State Plant","left ventral, right pectoral clips"
"Charlevoix","Lake Charlevoix WHITING PK. (33N 06W 19)","WHITING PK.                   ","33N","06W","19","Lake trout","Marquette","4/23/1993 12:00:00 AM","32000","5.71","State Plant","left ventral, right pectoral clips"
"Benzie","Crystal Lake BEULAH (26N 15W 26)","BEULAH                        ","26N","15W","26","Lake trout","Marquette","4/26/1993 12:00:00 AM","80000","5.55","State Plant","none"
"Leelanau","North Lake Leelanau EAST LELAND TOWNSHIP PARK (31N 12W 35)","EAST LELAND TOWNSHIP PARK     ","31N","12W","35","Lake trout","Marquette","4/29/1993 12:00:00 AM","19900","5.47","State Plant","none"
