"County","Water Body","Site Name","Town","Range","Section","Species","Strain","Date","Number","Avg. Length","Operation","Fin Clips, Marks, Tags"
"Antrim","Torch Lake ALDEN (29N 08W 28)","ALDEN                         ","29N","08W","28","Atlantic salmon","Landlocked","4/5/1999 12:00:00 AM","6760","7.4","State Plant","right ventral clip"
"Antrim","Torch Lake TORCH LAKE VILLAGE (31N 09W 24)","TORCH LAKE VILLAGE            ","31N","09W","24","Atlantic salmon","Landlocked","4/6/1999 12:00:00 AM","6930","7.4","State Plant","right ventral clip"
"Antrim","Torch Lake TORCH LAKE VILLAGE (31N 09W 24)","TORCH LAKE VILLAGE            ","31N","09W","24","Atlantic salmon","Landlocked","4/6/1999 12:00:00 AM","7500","7.4","State Plant","right ventral clip"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","5/7/1999 12:00:00 AM","26185","7.72","Educational Institution","right pectoral clip"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","6/1/1999 12:00:00 AM","23633","6.5","Educational Institution","right pectoral clip"
"Antrim","Torch Lake ALDEN (29N 08W 28)","ALDEN                         ","29N","08W","28","Atlantic salmon","Landlocked","10/7/1999 12:00:00 AM","20000","5.39","State Plant","left pectoral clip"
"Antrim","Torch Lake TORCH LAKE VILLAGE (31N 09W 24)","TORCH LAKE VILLAGE            ","31N","09W","24","Atlantic salmon","Landlocked","10/7/1999 12:00:00 AM","12717","5.39","State Plant","left pectoral clip"
"Antrim","Torch Lake ALDEN (29N 08W 28)","ALDEN                         ","29N","08W","28","Atlantic salmon","","4/11/2000 12:00:00 AM","6960","8.15","State Plant","right pectoral clip"
"Antrim","Torch Lake TORCH LAKE VILLAGE (31N 09W 24)","TORCH LAKE VILLAGE            ","31N","09W","24","Atlantic salmon","","4/11/2000 12:00:00 AM","11600","8.15","State Plant","right pectoral clip"
"Antrim","Torch Lake ALDEN (29N 08W 28)","ALDEN                         ","29N","08W","28","Atlantic salmon","","4/12/2000 12:00:00 AM","6360","8.39","State Plant","right pectoral clip"
"Antrim","Torch Lake TORCH LAKE VILLAGE (31N 09W 24)","TORCH LAKE VILLAGE            ","31N","09W","24","Atlantic salmon","","4/12/2000 12:00:00 AM","5647","8.39","State Plant","right pectoral clip"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","5/30/2000 12:00:00 AM","46220","6.54","Educational Institution","right ventral clip"
"Antrim","Torch Lake ALDEN (29N 08W 28)","ALDEN                         ","29N","08W","28","Atlantic salmon","Landlocked","4/11/2001 12:00:00 AM","6720","8.39","State Plant","right ventral clip"
"Antrim","Torch Lake ALDEN (29N 08W 28)","ALDEN                         ","29N","08W","28","Atlantic salmon","Landlocked","4/11/2001 12:00:00 AM","6720","8.39","State Plant","right ventral clip"
"Antrim","Torch Lake ALDEN (29N 08W 28)","ALDEN                         ","29N","08W","28","Atlantic salmon","Landlocked","4/11/2001 12:00:00 AM","4480","8.39","State Plant","right ventral clip"
"Antrim","Torch Lake TORCH LAKE VILLAGE (31N 09W 24)","TORCH LAKE VILLAGE            ","31N","09W","24","Atlantic salmon","Landlocked","4/12/2001 12:00:00 AM","6780","7.87","State Plant","right ventral clip"
"Antrim","Torch Lake TORCH LAKE VILLAGE (31N 09W 24)","TORCH LAKE VILLAGE            ","31N","09W","24","Atlantic salmon","Landlocked","4/12/2001 12:00:00 AM","6604","7.87","State Plant","right ventral clip"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","6/5/2001 12:00:00 AM","16562","7.64","Educational Institution","left pectoral clip"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","6/5/2001 12:00:00 AM","19347","6.02","Educational Institution","left pectoral clip"
"Antrim","Torch Lake TORCH LAKE VILLAGE (31N 09W 24)","TORCH LAKE VILLAGE            ","31N","09W","24","Atlantic salmon","Landlocked","4/1/2002 12:00:00 AM","9660","7.4","State Plant","right pectoral clip"
"Antrim","Torch Lake TORCH LAKE VILLAGE (31N 09W 24)","TORCH LAKE VILLAGE            ","31N","09W","24","Atlantic salmon","Landlocked","4/1/2002 12:00:00 AM","13800","7.4","State Plant","right pectoral clip"
"Antrim","Torch Lake ALDEN (29N 08W 28)","ALDEN                         ","29N","08W","28","Atlantic salmon","Landlocked","4/2/2002 12:00:00 AM","5027","7.36","State Plant","right pectoral clip"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","6/13/2002 12:00:00 AM","29313","6.18","Educational Institution","left ventral clip"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","8/9/2002 12:00:00 AM","6901","2.17","Educational Institution","right pectoral clip"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","8/9/2002 12:00:00 AM","4879","2.17","Educational Institution","right pectoral clip"
"Antrim","Torch Lake TORCH LAKE VILLAGE (31N 09W 24)","TORCH LAKE VILLAGE            ","31N","09W","24","Atlantic salmon","Landlocked","8/29/2002 12:00:00 AM","26470","2.17","State Plant","none"
"Antrim","Torch Lake TORCH LAKE VILLAGE (31N 09W 24)","TORCH LAKE VILLAGE            ","31N","09W","24","Atlantic salmon","","4/14/2003 12:00:00 AM","15158","6.73","State Plant","none"
"Antrim","Torch Lake TORCH LAKE VILLAGE (31N 09W 24)","TORCH LAKE VILLAGE            ","31N","09W","24","Atlantic salmon","","4/15/2003 12:00:00 AM","12000","7.48","State Plant","none"
"Antrim","Torch Lake ALDEN (29N 08W 28)","ALDEN                         ","29N","08W","28","Atlantic salmon","","4/16/2003 12:00:00 AM","6990","7.09","State Plant","none"
"Antrim","Torch Lake ALDEN (29N 08W 28)","ALDEN                         ","29N","08W","28","Atlantic salmon","","4/16/2003 12:00:00 AM","12000","7.09","State Plant","none"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","6/5/2003 12:00:00 AM","54743","7.17","Educational Institution","right pectoral clip"
"Antrim","Torch Lake TORCH LAKE VILLAGE (31N 09W 24)","TORCH LAKE VILLAGE            ","31N","09W","24","Atlantic salmon","Landlocked","4/6/2004 12:00:00 AM","7250","8.7","State Plant","none"
"Antrim","Torch Lake TORCH LAKE VILLAGE (31N 09W 24)","TORCH LAKE VILLAGE            ","31N","09W","24","Atlantic salmon","Landlocked","4/6/2004 12:00:00 AM","7250","8.7","State Plant","none"
"Antrim","Torch Lake ALDEN (29N 08W 28)","ALDEN                         ","29N","08W","28","Atlantic salmon","Landlocked","4/7/2004 12:00:00 AM","9658","8.7","State Plant","none"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","8/18/2004 12:00:00 AM","24811","8.45","Educational Institution","right ventral clip"
"Antrim","Torch Lake ALDEN (29N 08W 28)","ALDEN                         ","29N","08W","28","Atlantic salmon","","4/13/2005 12:00:00 AM","18700","6.61","State Plant","none"
"Antrim","Torch Lake TORCH LAKE VILLAGE (31N 09W 24)","TORCH LAKE VILLAGE            ","31N","09W","24","Atlantic salmon","","4/14/2005 12:00:00 AM","8690","6.46","State Plant","none"
"Antrim","Torch Lake TORCH LAKE VILLAGE (31N 09W 24)","TORCH LAKE VILLAGE            ","31N","09W","24","Atlantic salmon","","4/14/2005 12:00:00 AM","11820","6.46","State Plant","none"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","7/15/2005 12:00:00 AM","11458","8.13","Educational Institution","none"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","7/25/2005 12:00:00 AM","11457","8.13","Educational Institution","none"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","8/22/2005 12:00:00 AM","6750","7.22","Educational Institution","none"
"Antrim","Torch Lake TORCH LAKE VILLAGE (31N 09W 24)","TORCH LAKE VILLAGE            ","31N","09W","24","Atlantic salmon","","3/28/2006 12:00:00 AM","7040","8.54","State Plant","none"
"Antrim","Torch Lake TORCH LAKE VILLAGE (31N 09W 24)","TORCH LAKE VILLAGE            ","31N","09W","24","Atlantic salmon","","3/28/2006 12:00:00 AM","7040","8.54","State Plant","none"
"Antrim","Torch Lake TORCH LAKE VILLAGE (31N 09W 24)","TORCH LAKE VILLAGE            ","31N","09W","24","Atlantic salmon","","3/29/2006 12:00:00 AM","6960","8.58","State Plant","none"
"Antrim","Torch Lake TORCH LAKE VILLAGE (31N 09W 24)","TORCH LAKE VILLAGE            ","31N","09W","24","Atlantic salmon","","3/29/2006 12:00:00 AM","6856","8.58","State Plant","none"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","5/25/2006 12:00:00 AM","4598","6.18","Educational Institution","left ventral clip"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","5/25/2006 12:00:00 AM","33434","7.6","Educational Institution","left ventral clip"
"Antrim","Torch Lake ALDEN (29N 08W 28)","ALDEN                         ","29N","08W","28","Atlantic salmon","","11/27/2006 12:00:00 AM","3180","4.65","State Plant","right pectoral clip"
"Antrim","Torch Lake TORCH LAKE VILLAGE (31N 09W 24)","TORCH LAKE VILLAGE            ","31N","09W","24","Atlantic salmon","","11/27/2006 12:00:00 AM","3000","4.65","State Plant","right pectoral clip"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","","4/29/2007 12:00:00 AM","4438","5.2","Educational Institution","right pectoral clip"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","","4/29/2007 12:00:00 AM","15999","7.54","Educational Institution","right pectoral clip"
"Antrim","Torch Lake ALDEN (29N 08W 28)","ALDEN                         ","29N","08W","28","Atlantic salmon","Landlocked","10/4/2007 12:00:00 AM","3960","3.35","State Plant","none"
"Antrim","Torch Lake ALDEN (29N 08W 28)","ALDEN                         ","29N","08W","28","Atlantic salmon","Landlocked","10/4/2007 12:00:00 AM","5546","5.98","State Plant","none"
"Antrim","Torch Lake TORCH LAKE VILLAGE (31N 09W 24)","TORCH LAKE VILLAGE            ","31N","09W","24","Atlantic salmon","Landlocked","10/4/2007 12:00:00 AM","3960","3.35","State Plant","none"
"Antrim","Torch Lake TORCH LAKE VILLAGE (31N 09W 24)","TORCH LAKE VILLAGE            ","31N","09W","24","Atlantic salmon","Landlocked","10/4/2007 12:00:00 AM","5546","5.98","State Plant","none"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","6/5/2008 12:00:00 AM","3376","7.32","Educational Institution","left ventral clip"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","6/5/2008 12:00:00 AM","25703","7.32","Educational Institution","right ventral clip"
"Antrim","Torch Lake ALDEN (29N 08W 28)","ALDEN                         ","29N","08W","28","Atlantic salmon","Landlocked","10/16/2008 12:00:00 AM","5810","5.98","State Plant","none"
"Antrim","Torch Lake ALDEN (29N 08W 28)","ALDEN                         ","29N","08W","28","Atlantic salmon","Landlocked","10/16/2008 12:00:00 AM","5500","3.58","State Plant","none"
"Antrim","Torch Lake TORCH LAKE VILLAGE (31N 09W 24)","TORCH LAKE VILLAGE            ","31N","09W","24","Atlantic salmon","Landlocked","10/16/2008 12:00:00 AM","5810","5.98","State Plant","none"
"Antrim","Torch Lake TORCH LAKE VILLAGE (31N 09W 24)","TORCH LAKE VILLAGE            ","31N","09W","24","Atlantic salmon","Landlocked","10/16/2008 12:00:00 AM","5500","3.58","State Plant","none"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","6/9/2009 12:00:00 AM","28400","7.28","Educational Institution","left pectoral clip"
"Arenac","Whitney Drain Turner (Whitney Dr.) (20N 07E 09)","Turner (Whitney Dr.)","20N","07E","09","Atlantic salmon","Landlocked","4/15/2010 12:00:00 AM","12698","5.63","State Plant","none"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","6/6/2010 12:00:00 AM","26301","7.24","Educational Institution","left ventral clip"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","6/6/2011 12:00:00 AM","15129","5.35","State Plant","none"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","6/6/2011 12:00:00 AM","6613","7.6","State Plant","none"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","6/6/2011 12:00:00 AM","31100","7.87","Educational Institution","right pectoral clip"
"Antrim","Torch Lake ALDEN (29N 08W 28)","ALDEN                         ","29N","08W","28","Atlantic salmon","Landlocked","10/31/2011 12:00:00 AM","10063","6.26","State Plant","none"
"Antrim","Torch Lake TORCH LAKE VILLAGE (31N 09W 24)","TORCH LAKE VILLAGE            ","31N","09W","24","Atlantic salmon","Landlocked","10/31/2011 12:00:00 AM","12684","4.61","State Plant","none"
"Antrim","Torch Lake ALDEN (29N 08W 28)","ALDEN                         ","29N","08W","28","Atlantic salmon","Landlocked","5/21/2012 12:00:00 AM","9995","6.22","State Plant","none"
"Antrim","Torch Lake TORCH LAKE VILLAGE (31N 09W 24)","TORCH LAKE VILLAGE            ","31N","09W","24","Atlantic salmon","Landlocked","5/21/2012 12:00:00 AM","9611","6.22","State Plant","none"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","5/22/2012 12:00:00 AM","35120","6.22","State Plant","none"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","5/23/2012 12:00:00 AM","35230","7.44","Educational Institution","right ventral clip"
"Antrim","Torch Lake ALDEN (29N 08W 28)","ALDEN                         ","29N","08W","28","Atlantic salmon","Landlocked","10/1/2012 12:00:00 AM","17410","4.44","State Plant","none"
"Antrim","Torch Lake TORCH LAKE VILLAGE (31N 09W 24)","TORCH LAKE VILLAGE            ","31N","09W","24","Atlantic salmon","Landlocked","10/1/2012 12:00:00 AM","17410","4.44","State Plant","none"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","4/1/2013 12:00:00 AM","35000","5.39","State Plant","adipose clip"
"Iosco","Au Sable River WHIRLPOOL PAS (24N 09E 31)","WHIRLPOOL PAS                 ","24N","09E","31","Atlantic salmon","Landlocked","4/2/2013 12:00:00 AM","30000","5.35","State Plant","adipose clip"
"Alpena","Thunder Bay River ALPENA RESEARCH STATION (31N 08E 22)","ALPENA RESEARCH STATION       ","31N","08E","22","Atlantic salmon","Landlocked","4/3/2013 12:00:00 AM","20773","5.35","State Plant","adipose clip"
"Sanilac","Lake Huron LEXINGTON HARBOR (10N 17E 31)","LEXINGTON HARBOR              ","10N","17E","31","Atlantic salmon","Landlocked","4/3/2013 12:00:00 AM","15092","5.39","State Plant","adipose clip"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","6/5/2013 12:00:00 AM","35000","7.72","Educational Institution","left pectoral clip"
"Antrim","Torch Lake ALDEN (29N 08W 28)","ALDEN                         ","29N","08W","28","Atlantic salmon","Landlocked","10/28/2013 12:00:00 AM","13400","4.57","State Plant","none"
"Antrim","Torch Lake ALDEN (29N 08W 28)","ALDEN                         ","29N","08W","28","Atlantic salmon","Landlocked","11/6/2013 12:00:00 AM","18227","4.21","State Plant","none"
"Antrim","Torch Lake TORCH LAKE VILLAGE (31N 09W 24)","TORCH LAKE VILLAGE            ","31N","09W","24","Atlantic salmon","Landlocked","11/6/2013 12:00:00 AM","18226","4.21","State Plant","none"
"Iosco","Au Sable River WHIRLPOOL PAS (24N 09E 31)","WHIRLPOOL PAS                 ","24N","09E","31","Atlantic salmon","Landlocked","4/21/2014 12:00:00 AM","35860","4.37","State Plant","adipose, coded wire tag"
"Alpena","Thunder Bay River ALPENA RESEARCH STATION (31N 08E 22)","ALPENA RESEARCH STATION       ","31N","08E","22","Atlantic salmon","Landlocked","4/24/2014 12:00:00 AM","25127","4.65","State Plant","adipose, coded wire tag"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","5/1/2014 12:00:00 AM","20816","4.84","State Plant","adipose, coded wire tag"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","5/1/2014 12:00:00 AM","29843","4.84","State Plant","adipose, coded wire tag"
"Sanilac","Lake Huron LEXINGTON HARBOR (10N 17E 31)","LEXINGTON HARBOR              ","10N","17E","31","Atlantic salmon","Landlocked","5/13/2014 12:00:00 AM","19584","4.88","State Plant","adipose, coded wire tag"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","6/12/2014 12:00:00 AM","40908","7.14","Educational Institution","left ventral clip"
"Antrim","Torch Lake ALDEN (29N 08W 28)","ALDEN                         ","29N","08W","28","Atlantic salmon","Landlocked","10/27/2014 12:00:00 AM","4908","5.36","State Plant","none"
"Antrim","Torch Lake TORCH LAKE VILLAGE (31N 09W 24)","TORCH LAKE VILLAGE            ","31N","09W","24","Atlantic salmon","Landlocked","10/27/2014 12:00:00 AM","4908","5.36","State Plant","none"
"Antrim","Torch Lake ALDEN (29N 08W 28)","ALDEN                         ","29N","08W","28","Atlantic salmon","Landlocked","11/24/2014 12:00:00 AM","22814","4.45","State Plant","none"
"Antrim","Torch Lake TORCH LAKE VILLAGE (31N 09W 24)","TORCH LAKE VILLAGE            ","31N","09W","24","Atlantic salmon","Landlocked","11/24/2014 12:00:00 AM","20407","4.45","State Plant","none"
"Sanilac","Lake Huron LEXINGTON HARBOR (10N 17E 31)","LEXINGTON HARBOR              ","10N","17E","31","Atlantic salmon","Landlocked","4/22/2015 12:00:00 AM","39873","5.75","State Plant","adipose, coded wire tag"
"Iosco","Au Sable River WHIRLPOOL PAS (24N 09E 31)","WHIRLPOOL PAS                 ","24N","09E","31","Atlantic salmon","Landlocked","4/27/2015 12:00:00 AM","36984","5.94","State Plant","adipose, coded wire tag"
"Alpena","Thunder Bay River ALPENA RESEARCH STATION (31N 08E 22)","ALPENA RESEARCH STATION       ","31N","08E","22","Atlantic salmon","Landlocked","4/29/2015 12:00:00 AM","39862","5.71","State Plant","adipose, coded wire tag"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","5/21/2015 12:00:00 AM","14556","6.3","State Plant","adipose, coded wire tag"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","5/21/2015 12:00:00 AM","29197","6.3","State Plant","adipose, coded wire tag"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","6/2/2015 12:00:00 AM","29880","6.46","Educational Institution","right pectoral clip"
"Antrim","Torch Lake ALDEN (29N 08W 28)","ALDEN                         ","29N","08W","28","Atlantic salmon","Landlocked","10/22/2015 12:00:00 AM","15087","5.04","State Plant","none"
"Antrim","Torch Lake TORCH LAKE VILLAGE (31N 09W 24)","TORCH LAKE VILLAGE            ","31N","09W","24","Atlantic salmon","Landlocked","10/22/2015 12:00:00 AM","15085","5.16","State Plant","none"
"Antrim","Torch Lake ALDEN (29N 08W 28)","ALDEN                         ","29N","08W","28","Atlantic salmon","Landlocked","10/27/2015 12:00:00 AM","4435","4.06","State Plant","none"
"Antrim","Torch Lake TORCH LAKE VILLAGE (31N 09W 24)","TORCH LAKE VILLAGE            ","31N","09W","24","Atlantic salmon","Landlocked","10/27/2015 12:00:00 AM","3265","4.06","State Plant","none"
"Iosco","Au Sable River WHIRLPOOL PAS (24N 09E 31)","WHIRLPOOL PAS                 ","24N","09E","31","Atlantic salmon","Landlocked","5/2/2016 12:00:00 AM","15840","6.77","State Plant","adipose, coded wire tag"
"Iosco","Au Sable River WHIRLPOOL PAS (24N 09E 31)","WHIRLPOOL PAS                 ","24N","09E","31","Atlantic salmon","Landlocked","5/2/2016 12:00:00 AM","31378","6.77","State Plant","adipose, coded wire tag"
"Sanilac","Lake Huron LEXINGTON HARBOR (10N 17E 31)","LEXINGTON HARBOR              ","10N","17E","31","Atlantic salmon","Landlocked","5/3/2016 12:00:00 AM","11995","6.97","State Plant","adipose, coded wire tag"
"Sanilac","Lake Huron LEXINGTON HARBOR (10N 17E 31)","LEXINGTON HARBOR              ","10N","17E","31","Atlantic salmon","Landlocked","5/3/2016 12:00:00 AM","21096","5.79","State Plant","adipose, coded wire tag"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","5/4/2016 12:00:00 AM","13880","7.01","State Plant","adipose, coded wire tag"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","5/4/2016 12:00:00 AM","27781","7.01","State Plant","adipose, coded wire tag"
"Alpena","Thunder Bay River ALPENA RESEARCH STATION (31N 08E 22)","ALPENA RESEARCH STATION       ","31N","08E","22","Atlantic salmon","Landlocked","5/5/2016 12:00:00 AM","25255","6.97","State Plant","adipose, coded wire tag"
"Alpena","Thunder Bay River ALPENA RESEARCH STATION (31N 08E 22)","ALPENA RESEARCH STATION       ","31N","08E","22","Atlantic salmon","Landlocked","5/5/2016 12:00:00 AM","12628","6.97","State Plant","adipose, coded wire tag"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","6/2/2016 12:00:00 AM","36790","7.22","Educational Institution","right ventral clip"
"Antrim","Torch Lake ALDEN (29N 08W 28)","ALDEN                         ","29N","08W","28","Atlantic salmon","Landlocked","11/2/2016 12:00:00 AM","21304","5.75","State Plant","none"
"Antrim","Torch Lake TORCH LAKE VILLAGE (31N 09W 24)","TORCH LAKE VILLAGE            ","31N","09W","24","Atlantic salmon","Landlocked","11/2/2016 12:00:00 AM","20672","5.2","State Plant","none"
"Sanilac","Lake Huron LEXINGTON HARBOR (10N 17E 31)","LEXINGTON HARBOR              ","10N","17E","31","Atlantic salmon","Landlocked","4/13/2017 12:00:00 AM","13079","6.42","State Plant","adipose, coded wire tag"
"Sanilac","Lake Huron LEXINGTON HARBOR (10N 17E 31)","LEXINGTON HARBOR              ","10N","17E","31","Atlantic salmon","Landlocked","4/13/2017 12:00:00 AM","26158","6.42","State Plant","adipose, coded wire tag"
"Alpena","Thunder Bay River ALPENA RESEARCH STATION (31N 08E 22)","ALPENA RESEARCH STATION       ","31N","08E","22","Atlantic salmon","Landlocked","4/20/2017 12:00:00 AM","10000","6.42","State Plant","adipose, coded wire tag"
"Alpena","Thunder Bay River ALPENA RESEARCH STATION (31N 08E 22)","ALPENA RESEARCH STATION       ","31N","08E","22","Atlantic salmon","Landlocked","4/20/2017 12:00:00 AM","19631","6.42","State Plant","adipose, coded wire tag"
"Iosco","Au Sable River WHIRLPOOL PAS (24N 09E 31)","WHIRLPOOL PAS                 ","24N","09E","31","Atlantic salmon","Landlocked","4/27/2017 12:00:00 AM","28246","6.34","State Plant","adipose, coded wire tag"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","6/8/2017 12:00:00 AM","13772","6.42","State Plant","adipose, coded wire tag"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","6/8/2017 12:00:00 AM","19354","7.32","Educational Institution","left pectoral clip"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","6/8/2017 12:00:00 AM","9128","6.3","Educational Institution","left pectoral clip"
"Sanilac","Lake Huron LEXINGTON HARBOR (10N 17E 31)","LEXINGTON HARBOR              ","10N","17E","31","Atlantic salmon","Landlocked","4/26/2018 12:00:00 AM","37781","5.2","State Plant","adipose, coded wire tag"
"Iosco","Au Sable River WHIRLPOOL PAS (24N 09E 31)","WHIRLPOOL PAS                 ","24N","09E","31","Atlantic salmon","Landlocked","5/2/2018 12:00:00 AM","33254","5.59","State Plant","adipose, coded wire tag"
"Alpena","Thunder Bay River ALPENA RESEARCH STATION (31N 08E 22)","ALPENA RESEARCH STATION       ","31N","08E","22","Atlantic salmon","Landlocked","5/4/2018 12:00:00 AM","22134","5.59","State Plant","adipose, coded wire tag"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","5/8/2018 12:00:00 AM","20240","5.98","State Plant","adipose, coded wire tag"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","6/11/2018 12:00:00 AM","34937","6.65","Educational Institution","left ventral clip"
"Antrim","Torch Lake ALDEN (29N 08W 28)","ALDEN                         ","29N","08W","28","Atlantic salmon","Landlocked","10/3/2018 12:00:00 AM","39573","4.76","State Plant","none"
"Antrim","Torch Lake TORCH LAKE VILLAGE (31N 09W 24)","TORCH LAKE VILLAGE            ","31N","09W","24","Atlantic salmon","Landlocked","10/3/2018 12:00:00 AM","46858","4.69","State Plant","none"
"Sanilac","Lake Huron LEXINGTON HARBOR (10N 17E 31)","LEXINGTON HARBOR              ","10N","17E","31","Atlantic salmon","Landlocked","4/16/2019 12:00:00 AM","22966","5.63","State Plant","adipose, coded wire tag"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","5/9/2019 12:00:00 AM","18993","5.87","State Plant","adipose, coded wire tag"
"Alpena","Thunder Bay River ALPENA RESEARCH STATION (31N 08E 22)","ALPENA RESEARCH STATION       ","31N","08E","22","Atlantic salmon","Landlocked","5/15/2019 12:00:00 AM","18231","6.02","State Plant","adipose, coded wire tag"
"Iosco","Au Sable River WHIRLPOOL PAS (24N 09E 31)","WHIRLPOOL PAS                 ","24N","09E","31","Atlantic salmon","Landlocked","5/21/2019 12:00:00 AM","20112","6.34","State Plant","adipose, coded wire tag"
"Chippewa","St. Marys River LSSU LAB (47N 01E 04)","LSSU LAB                      ","47N","01E","04","Atlantic salmon","Landlocked","6/11/2019 12:00:00 AM","19894","6.73","Educational Institution","right pectoral clip"
"Antrim","Torch Lake TORCH LAKE VILLAGE (31N 09W 24)","TORCH LAKE VILLAGE            ","31N","09W","24","Atlantic salmon","Landlocked","10/9/2019 12:00:00 AM","46214","4.8","State Plant","none"
